
 1:
"['Nám. J.Kolarèíka  *', 'V kopci  *', -38.044208]"
"['V kopci  *', 'Pri lipe  *', -42.842533]"
"['Fintice', 'Pri lipe  *', -40.037698]"
"['Grib¾ovec  *', 'Za traou  *', -33.868277]"
"['Za traou  *', 'Iš¾a  *', -37.102427]"
"['Nová  *', 'Vranovská  *', -23.676236]"

32:
"['Poliklinika', 'Trojica', -99.651698]"
"['Trojica', 'Na Hlavnej', -60.997842]"
"['Na Hlavnej', 'Ve¾ká pošta', -43.843696]"
"['Ve¾ká pošta', 'Èierny most', -45.241062]"
"['Èierny most', 'Rusínska  *', -129.423206]"
"['Rusínska  *', 'Jurkovièova', -164.081068]"
"['Jurkovièova', 'Karpatská', -163.443008]"
"['Okruná  *', 'Floriánova  *', -99.459723]"
"['Floriánova  *', 'Poliklinika', -102.823388]"
"['Sibírska', 'Karpatská', -48.57493]"
"['Rusínska  *', 'HOBBY PARK *', -44.818444]"
"['Sabinovská', 'Trojica', -47.606178]"
"['HOBBY PARK *', 'Èierny most', -63.56544]"
"['Èierny most', 'Divadlo Jonáša Záborského', -92.057836]"
"['Divadlo Jonáša Záborského', 'Na Hlavnej', -90.916107]"
"['Duklianska  *', 'Trojica', -112.196721]"

 2:
"['Sabinovská', 'Trojica', -120.476631]"
"['Trojica', 'Na Hlavnej', -56.123088]"
"['Na Hlavnej', 'Ve¾ká pošta', -48.876564]"
"['Ve¾ká pošta', 'Èierny most', -52.547142]"
"['Èierny most', 'Škultétyho', -71.585975]"
"['Škultétyho', 'Prešovská univerzita', -66.635856]"
"['Prešovská univerzita', 'Duchnovièovo nám.', -67.147578]"
"['Duchnovièovo nám.', 'Námestie mládee  *', -94.36939]"
"['Budovate¾ská', 'Pekárne  *', -30.186412]"
"['Pekárne  *', 'Priemyselné centrum  *', -13.456835]"
"['Priemyselné centrum  *', 'Štúrova  *', -16.142552]"
"['Štúrova  *', 'Èierny most', -61.486391]"
"['Èierny most', 'Divadlo Jonáša Záborského', -66.287828]"
"['Divadlo Jonáša Záborského', 'Na Hlavnej', -67.438462]"
"['Trojica', 'Poliklinika', -70.669274]"
"['Bajkalská', 'Veterinárna nemocnica  *', -47.785498]"
"['Veterinárna nemocnica  *', 'Rázc.Šidlovec  *', -92.149254]"
"['Rázc.Šidlovec  *', 'Pod Skalkou  *', -82.683068]"
"['Pod Skalkou  *', 'Mièurinova  *', -102.807961]"
"['Mièurinova  *', 'Sabinovská', -123.891267]"
"['Dúbrava  *', 'Rázc.Šidlovec  *', -29.968125]"

12:
"['Sídlisko III', 'Prostìjovská', -34.334274]"
"['Prostìjovská', 'Centrum', -42.346639]"
"['Centrum', 'VUKOV', -27.857768]"
"['VUKOV', 'Nám.Krá¾.pokoja', -38.976788]"
"['Nám.Krá¾.pokoja', 'Volgogradská', -43.696284]"
"['Volgogradská', 'M.Èulena  *', -43.891823]"
"['M.Èulena  *', 'Odborárska  *', -34.250211]"
"['Odborárska  *', 'Sázavského  *', -34.389102]"
"['Sázavského  *', 'Kollárova  *', -36.531409]"
"['Kollárova  *', 'SOŠ lesnícka  *', -45.448726]"
"['SOŠ lesnícka  *', 'Malá stanica *', -14.583001]"
"['Malá stanica *', 'Kúpe¾ná  *', -28.711207]"
"['Kúpe¾ná  *', 'Pavlovièovo nám.  *', -42.409289]"
"['Pavlovièovo nám.  *', 'Divadlo Jonáša Záborského', -26.820256]"
"['Divadlo Jonáša Záborského', 'Na Hlavnej', -32.612766]"
"['Sibírska', 'Karpatská', -68.459893]"
"['Karpatská', 'Jurkovièova', -100.387283]"
"['Jurkovièova', 'Niné lúky  *', -67.098609]"
"['Niné lúky  *', 'Pod Táborom  *', -54.941964]"
"['Pod Táborom  *', 'Lesík delostrelcov  *', -65.27479]"
"['Lesík delostrelcov  *', 'Fakultná nemocnica', -67.518364]"
"['Fakultná nemocnica', 'Detská nemocnica', -42.350413]"
"['Detská nemocnica', 'Dilongova  *', -68.847569]"
"['Dilongova  *', 'Vajanského  *', -88.307692]"
"['Vajanského  *', 'Trojica', -79.652663]"
"['Na Hlavnej', 'Trojica', -28.158868]"
"['Trojica', 'Duklianska  *', -37.415373]"
"['Duklianska  *', 'Šafárikova  cintorín  *', -26.402852]"
"['Šafárikova  cintorín  *', 'Detská nemocnica', -35.300592]"
"['Na Hlavnej', 'Ve¾ká pošta', -43.572119]"
"['Ve¾ká pošta', 'Pavlovièovo nám.  *', -43.663428]"
"['Kúpe¾ná  *', 'Gym.sv.Moniky  *', -55.057937]"
"['Gym.sv.Moniky  *', 'SOŠ lesnícka  *', -41.643759]"
"['Prostìjovská', 'Bajkalská', -49.760582]"
"['Bajkalská', 'Veterinárna nemocnica  *', -64.759531]"
"['Veterinárna nemocnica  *', 'Jánošíkova  *', -116.320286]"
"['Jánošíkova  *', 'Šidlovská  *', -103.46283]"
"['Šidlovská  *', 'Jahodová  *', -138.042194]"
"['Šidlovec  *', 'Stavbárska  *', -75.228111]"
"['Veterinárna nemocnica  *', 'Sídlisko III', -32.569383]"
"['Šidlovská  *', 'Dúbravská  *', -86.393487]"
"['Dúbravská  *', 'Pri kaplnke  *', -86.935698]"
"['Pri kaplnke  *', 'Dúbrava. *', -67.445977]"
"['Dúbrava. *', 'Veterinárna nemocnica  *', -66.03576]"
"['Stavbárska  *', 'Šidlovská  *', -75.880952]"
"['Niné lúky  *', 'Vyšné lúky  *', -26.473684]"
"['Vyšné lúky  *', 'L.Novomeského', -62.90604]"
"['L.Novomeského', 'Vansovej', -92.611765]"
"['Pod Šalgovíkom', 'Vansovej', -68.983333]"
"['Jahodová  *', 'Šidlovec  *', 2162.0]"

 5:
"['Prešovská univerzita', 'Škultétyho', -55.711446]"
"['Škultétyho', 'Èierny most', -81.217427]"
"['Èierny most', 'Divadlo Jonáša Záborského', -87.431931]"
"['Divadlo Jonáša Záborského', 'Na Hlavnej', -83.238522]"
"['Na Hlavnej', 'Trojica', -52.812108]"
"['Trojica', 'Sabinovská', -59.075243]"
"['Sabinovská', 'Mièurinova  *', -48.5864]"
"['Mièurinova  *', 'Pod Skalkou  *', -58.033136]"
"['Pod Skalkou  *', 'Rázc.Šidlovec  *', -59.576364]"
"['Rázc.Šidlovec  *', 'Veterinárna nemocnica  *', -187.698045]"
"['Štúrova  *', 'Priemyselné centrum  *', -68.624542]"
"['Priemyselné centrum  *', 'Pekárne  *', -62.502229]"
"['Obrancov mieru', 'Poliklinika', -103.428506]"
"['Na Hlavnej', 'Ve¾ká pošta', -37.609948]"
"['Ve¾ká pošta', 'Èierny most', -27.917241]"
"['Èierny most', 'Štúrova  *', -70.617994]"
"['Poliklinika', 'Trojica', -96.03368]"
"['Obrancov mieru', 'Duchnovièovo nám.', -66.248235]"
"['Duchnovièovo nám.', 'Prešovská univerzita', -62.208375]"

14:
"['Petrovianska  *', 'Košická  *', -53.29763]"
"['Košická  *', 'Novı Solivar  *', -55.154613]"
"['Novı Solivar  *', 'eleznièná stanica', -60.659777]"
"['eleznièná stanica', 'Èierny most', -51.522466]"
"['Ve¾ká pošta', 'Èierny most', -18.563927]"
"['Petrovianska  *', 'Logistické centrum  *', -36.155013]"
"['Èierny most', 'Divadlo Jonáša Záborského', -61.344214]"
"['Divadlo Jonáša Záborského', 'Na Hlavnej', -47.847507]"
"['Na Hlavnej', 'Trojica', -23.582922]"
"['Trojica', 'Sabinovská', -34.116595]"
"['Sabinovská', 'Mièurinova  *', -37.645182]"
"['Mièurinova  *', 'Pod Skalkou  *', 2.576302]"
"['Pod Skalkou  *', 'Rázc.Šidlovec  *', -21.301648]"
"['Rázc.Šidlovec  *', 'Dúbrava  *', -13.472582]"
"['Dúbrava  *', 'Bikoš  *', -25.529453]"
"['Bikoš  *', 'Šariš park *', -30.077261]"
"['Šariš park *', 'Pivovar  *', -107.059701]"
"['Pivovar  *', 'Andreja Sládkovièa *', -86.974576]"
"['Andreja Sládkovièa *', 'ZŠ V.Šariš', -83.746154]"
"['ZŠ V.Šariš', 'Stanièná  *', -105.86]"
"['Stanièná  *', 'Pivovar  *', -98.86755]"
"['Pivovar  *', 'Rázcestie Kanaš  *', -148.285714]"
"['Rázcestie Kanaš  *', 'Sordok  *', -43.069087]"
"['Sordok  *', 'Kozí rook  *', -51.416118]"
"['Kozí rook  *', 'Husí hrb  *', -50.776192]"
"['Záborské', 'Záborské-stred  *', -72.320448]"
"['Záborské-stred  *', 'Rázc.Záborské  *', -64.574349]"
"['Rázc.Záborské  *', 'Logistické centrum  *', -44.032904]"
"['Priemyselnı park Záborské', 'Logistické centrum  *', -24.542254]"
"['Pri kostole  *', 'Medzi jarkami  *', -43.689981]"
"['Medzi jarkami  *', 'Stará škola  *', -50.490935]"
"['Šariš park *', 'Rázcestie Kanaš  *', -37.168362]"
"['Husí hrb  *', 'Pri kostole  *', -49.023041]"
"['Kanaš-Stráe', 'Stará škola  *', -71.941935]"
"['Na Hlavnej', 'Ve¾ká pošta', 0.612669]"
"['Rázc.Záborské  *', 'Priemyselnı park Záborské', -99.69697]"
"['Sordok  *', 'Pivovar  *', -40.792208]"
"['Stanièná  *', 'Medulienka   *', 7.192308]"
"['Medulienka   *', 'Nám.sv.Jakuba  *', 15.714286]"
"['Nám.sv.Jakuba  *', 'Varoš  *', 40.166667]"
"['Rázcestie Kanaš  *', 'Bikoš  *', -72.0625]"
"['Bikoš  *', 'Rázc.Šidlovec  *', -69.5]"
"['Pivovar  *', 'Bikoš  *', -151.755102]"

22:
"['Šidlovská  *', 'Jahodová  *', -20.867308]"
"['Šidlovec  *', 'Stavbárska  *', -115.041962]"
"['Stavbárska  *', 'Šidlovská  *', -77.522463]"
"['Šidlovská  *', 'Jánošíkova  *', -41.591625]"
"['Jánošíkova  *', 'Rázc.Šidlovec  *', -56.420195]"
"['Rázc.Šidlovec  *', 'Pod Skalkou  *', -122.863443]"
"['Pod Skalkou  *', 'Mièurinova  *', -163.224406]"
"['Mièurinova  *', 'Sabinovská', -134.773837]"
"['Sabinovská', 'Trojica', -154.625353]"
"['Trojica', 'Na Hlavnej', -75.536504]"
"['Na Hlavnej', 'Ve¾ká pošta', -55.670011]"
"['Ve¾ká pošta', 'Plzenská *', -86.041265]"
"['Plzenská *', 'Pod Táborom  *', -126.779043]"
"['Pod Táborom  *', 'Niné lúky  *', -67.310418]"
"['Niné lúky  *', 'Vyšné lúky  *', -72.179645]"
"['Vyšné lúky  *', 'L.Novomeského', -110.456677]"
"['L.Novomeského', 'Vansovej', -111.67014]"
"['Vansovej', 'Pod Šalgovíkom', -176.00404]"
"['Pod Šalgovíkom', 'Sekèovská  *', -144.452381]"
"['Sekèovská  *', 'Hruny  *', -125.893037]"
"['Šalgovík  *', 'Kamenná  *', -54.433198]"
"['Kamenná  *', 'Hruny  *', -23.85509]"
"['Hruny  *', 'Pod Šalgovíkom', -39.341983]"
"['Pod Táborom  *', 'Lesík delostrelcov  *', -49.288056]"
"['Lesík delostrelcov  *', 'Kpt.Nálepku  *', -78.735935]"
"['Kpt.Nálepku  *', 'Divadlo Jonáša Záborského', -95.748795]"
"['Divadlo Jonáša Záborského', 'Na Hlavnej', -83.592814]"
"['Teriakovce', 'OcÚ Teriakovce  *', -33.800307]"
"['OcÚ Teriakovce  *', 'Na Kruhu  *', -68.037759]"
"['Na Kruhu  *', 'Rázc.Teriakovce  *', -72.331316]"
"['Rázc.Teriakovce  *', 'Šalgovia  *', -80.18755]"
"['Šalgovia  *', 'Labutia  *', -70.391181]"
"['Labutia  *', 'Šalgovík  *', -83.987758]"
"['Hruny  *', 'Šalgovík  *', -108.020794]"
"['Jánošíkova  *', 'Veterinárna nemocnica  *', -34.943089]"
"['Poliklinika', 'Trojica', -24.325658]"

20:
"['Pediatria  *', 'Vajanského  *', -4.026743]"
"['Trojica', 'Na Hlavnej', -17.285355]"
"['Na Hlavnej', 'Grešova  *', -1.094029]"
"['Grešova  *', 'RÚVZ  *', -38.456693]"
"['RÚVZ  *', 'Onkologickı pavilón  *', -19.830178]"
"['Onkologickı pavilón  *', 'Monoblok  interné oddelenie  *', 12.59872]"
"['Monoblok  interné oddelenie  *', 'Pediatria  *', -3.335125]"
"['Vajanského  *', 'Trojica', -56.736597]"

19:
"['eleznièná stanica', 'Èierny most', -109.983432]"
"['Èierny most', 'Grešova  *', -145.111219]"
"['Fakultná nemocnica', 'Detská nemocnica', -71.192857]"
"['Detská nemocnica', 'Dilongova  *', -84.258209]"
"['Dilongova  *', 'Sládkovièova  *', -81.298405]"
"['Sládkovièova  *', 'Moyzesova  *', -77.025729]"
"['Moyzesova  *', 'Ve¾ká pošta', -77.194271]"
"['Ve¾ká pošta', 'Èierny most', -53.554656]"
"['eleznièná stanica', 'Novı Solivar  *', -110.441286]"
"['Novı Solivar  *', 'Košická  *', -96.336538]"
"['Košická  *', 'Chalupkova  *', -110.640506]"
"['Chalupkova  *', 'Švábska', -99.656639]"
"['Švábska', 'Lomnická', -107.318148]"
"['Lesnícka', 'Pavla Horova', -105.847244]"
"['Pavla Horova', 'Martina Benku', -112.587325]"
"['Martina Benku', 'L.Novomeského', -115.453457]"
"['L.Novomeského', 'Kysucká  *', -97.042627]"
"['Kysucká  *', 'Kukuèínova  *', -95.586349]"
"['Solivar', 'Kukuèínova  *', -40.007707]"
"['Lesnícka', 'Lomnická', -119.579959]"

42:
"['Štúrova  *', 'Èierny most', -35.058896]"
"['Na Hlavnej', 'Ve¾ká pošta', -27.872449]"
"['Ve¾ká pošta', 'Èierny most', -62.493119]"
"['Èierny most', 'eleznièná stanica', -69.081283]"
"['eleznièná stanica', 'Novı Solivar  *', -80.228111]"
"['Novı Solivar  *', 'Jilemnického  *', -26.950538]"
"['Jilemnického  *', 'Pod Wilec.hôrkou  *', -59.24622]"
"['Pod Wilec.hôrkou  *', 'Wilecova hôrka  *', -55.745729]"
"['Kamenná baòa  *', 'Wilecova hôrka  *', -31.421362]"
"['Pod Wilec.hôrkou  *', 'Budovate¾ská', -50.218646]"
"['Budovate¾ská', 'Pekárne  *', -44.303371]"
"['Pekárne  *', 'Priemyselné centrum  *', -6.941704]"
"['Borkút', 'Kamenná baòa  *', -38.25641]"
"['Priemyselné centrum  *', 'Štúrova  *', 0.02746]"
"['Èierny most', 'Kpt.Nálepku  *', 458.0]"

27:
"['Na Hlavnej', 'Trojica', -22.144054]"
"['Trojica', 'Duklianska  *', -51.394495]"
"['Duklianska  *', 'Šafárikova  cintorín  *', 48.055031]"
"['Šafárikova  cintorín  *', 'Vodárenská  *', -1.5]"
"['Hviezdna', 'Vodárenská  *', -63.459586]"
"['Vodárenská  *', 'Dilongova  *', -85.315545]"
"['Dilongova  *', 'Vajanského  *', -89.612626]"
"['Vajanského  *', 'Duklianska  *', -75.046653]"
"['Na Hlavnej', 'Ve¾ká pošta', -30.675656]"
"['Ve¾ká pošta', 'Èierny most', -41.230032]"
"['Èierny most', 'Škultétyho', -34.298403]"
"['Škultétyho', 'Mestská hala  *', -28.641886]"
"['Mestská hala  *', 'Pod Kamennou baòou  *', -26.670968]"
"['Pod Kamennou baòou  *', 'Horárska  *', -77.624625]"
"['Horárska  *', 'Záhradkárska osada  *', -64.269258]"
"['Záhradkárska osada  *', 'Hôrka  *', -53.888889]"
"['Za Kalváriou', 'Hôrka  *', -30.941383]"
"['Horárska  *', 'Slávièia   *', -10.745182]"
"['Slávièia   *', 'Pod Kamennou baòou  *', 5.636761]"
"['Èierny most', 'Divadlo Jonáša Záborského', -21.825658]"
"['Divadlo Jonáša Záborského', 'Na Hlavnej', -27.191518]"
"['Záhradkárska osada  *', 'Slávièia   *', 9.321429]"

41:
"['Trojica', 'Duklianska  *', -20.75719]"
"['Duklianska  *', 'K Surdoku  *', 6.645538]"
"['K Surdoku  *', 'Pod Šibeòou  *', -8.119304]"
"['Pod Šibeòou  *', 'Koryto  *', -12.238739]"
"['Surdok', 'Pred Surdokom  *', -61.262915]"
"['Pred Surdokom  *', 'Plachty  *', -11.762887]"
"['Plachty  *', 'Za Kútami  *', -12.447436]"
"['Za Kútami  *', 'Kúty  *', -4.082619]"
"['Kúty  *', 'Rybníèky  *', -8.521434]"
"['Rybníèky  *', 'Koryto  *', -12.694969]"
"['Èierny most', 'Divadlo Jonáša Záborského', -43.486085]"
"['Divadlo Jonáša Záborského', 'Na Hlavnej', -53.424599]"
"['Na Hlavnej', 'Trojica', -12.671946]"

36:
"['Poliklinika', 'Trojica', -41.75549]"
"['Trojica', 'Na Hlavnej', -9.597351]"
"['Na Hlavnej', 'Ve¾ká pošta', -6.934037]"
